, котор	46377	0.00269
, чтобы	24630	0.00143
человек	20398	0.00118
, когда	20074	0.00116
ительно	19737	0.00114
которые	17421	0.00101
, что о	16086	0.00093
сколько	15563	0.00090
ственно	15387	0.00089
который	14278	0.00083
, что в	13006	0.00075
говорит	12788	0.00074
несколь	11833	0.00069
ескольк	11832	0.00069
говорил	11008	0.00064
— сказа	10841	0.00063
возможн	10730	0.00062
существ	10322	0.00060
, что н	10167	0.00059
предста	10087	0.00059
, потом	10041	0.00058
ственны	9850	0.00057
-нибудь	9598	0.00056
…………………	9579	0.00056
редстав	9561	0.00055
, что п	9501	0.00055
озможно	9412	0.00055
, — ска	9351	0.00054
ательно	9183	0.00053
спросил	9166	0.00053
, что с	9125	0.00053
ть, что	9091	0.00053
ому что	8940	0.00052
ал, что	8927	0.00052
тому чт	8922	0.00052
отому ч	8908	0.00052
ественн	8854	0.00051
тельств	8847	0.00051
последн	8833	0.00051
рассказ	8766	0.00051
станови	8761	0.00051
следова	8630	0.00050
конечно	8467	0.00049
действи	8395	0.00049
– сказа	8310	0.00048
ствовал	8219	0.00048
то, что	8139	0.00047
не было	7847	0.00046
, что т	7758	0.00045
ом, что	7589	0.00044
времени	7470	0.00043
вительн	7383	0.00043
никогда	7303	0.00042
тически	7272	0.00042
которых	7232	0.00042
это был	7189	0.00042
сказать	7144	0.00041
, – ска	7135	0.00041
некотор	7108	0.00041
е время	7085	0.00041
смотрел	7079	0.00041
чего не	6971	0.00040
ительны	6967	0.00040
о время	6963	0.00040
а, кото	6915	0.00040
известн	6905	0.00040
, что м	6864	0.00040
го, что	6823	0.00040
обствен	6795	0.00039
собстве	6794	0.00039
бственн	6787	0.00039
когда н	6759	0.00039
продолж	6714	0.00039
ичего н	6673	0.00039
овершен	6645	0.00039
соверше	6588	0.00038
том, чт	6586	0.00038
азалось	6489	0.00038
казалос	6487	0.00038
но было	6419	0.00037
что это	6331	0.00037
еловека	6267	0.00036
интерес	6236	0.00036
ся, что	6175	0.00036
чувство	6157	0.00036
наконец	6071	0.00035
ответил	6067	0.00035
ет быть	6053	0.00035
может б	5959	0.00035
и, кото	5941	0.00034
, что э	5894	0.00034
сь, что	5889	0.00034
