, кото	46402	0.00171
которы	43689	0.00161
только	38685	0.00143
сказал	38579	0.00142
тельно	31337	0.00116
ственн	29966	0.00111
ительн	29719	0.00110
, чтоб	26815	0.00099
челове	26178	0.00097
говори	25883	0.00096
о, что	25151	0.00093
которо	21897	0.00081
скольк	20625	0.00076
еловек	20404	0.00075
, когд	20075	0.00074
ически	18469	0.00068
ь, что	18090	0.00067
л, что	18072	0.00067
времен	17485	0.00065
оторые	17421	0.00064
господ	15828	0.00058
теперь	15660	0.00058
твенно	15610	0.00058
колько	15565	0.00057
ствова	15032	0.00055
о было	14925	0.00055
что он	14694	0.00054
больше	14336	0.00053
оторый	14278	0.00053
м, что	14216	0.00052
просто	13978	0.00052
ательн	13917	0.00051
ничего	13836	0.00051
послед	13105	0.00048
потому	12993	0.00048
е, что	12905	0.00048
оворит	12788	0.00047
уществ	12608	0.00047
станов	12437	0.00046
тическ	12330	0.00046
е было	12086	0.00045
казыва	11902	0.00044
нескол	11833	0.00044
есколь	11833	0.00044
сторон	11833	0.00044
, если	11601	0.00043
просил	11519	0.00043
действ	11476	0.00042
его не	11403	0.00042
чувств	11359	0.00042
о врем	11249	0.00042
предст	11147	0.00041
против	11082	0.00041
смотре	11077	0.00041
тельны	11021	0.00041
оворил	11013	0.00041
не был	10986	0.00041
ическо	10920	0.00040
— сказ	10865	0.00040
возмож	10863	0.00040
озможн	10730	0.00040
я, что	10668	0.00039
казать	10599	0.00039
………………	10327	0.00038
сущест	10326	0.00038
спроси	10325	0.00038
т, что	10222	0.00038
нибудь	10214	0.00038
, пото	10175	0.00038
и, что	10111	0.00037
редста	10087	0.00037
то был	10057	0.00037
твенны	9956	0.00037
расска	9829	0.00036
не зна	9744	0.00036
-нибуд	9598	0.00035
витель	9571	0.00035
едстав	9562	0.00035
не мог	9510	0.00035
, — ск	9466	0.00035
оказал	9463	0.00035
конечн	9421	0.00035
зможно	9412	0.00035
тому ч	9108	0.00034
ть, чт	9094	0.00034
ставля	9085	0.00034
следов	9060	0.00033
сейчас	9052	0.00033
му что	9040	0.00033
ествен	9018	0.00033
ваться	9015	0.00033
истори	9008	0.00033
ому чт	8946	0.00033
ал, чт	8929	0.00033
соверш	8865	0.00033
енного	8849	0.00033
тельст	8848	0.00033
ельств	8847	0.00033
правил	8840	0.00033
оследн	8833	0.00033
танови	8767	0.00032
ассказ	8766	0.00032
предел	8740	0.00032
е врем	8729	0.00032
вается	8728	0.00032
ледова	8635	0.00032
всегда	8540	0.00032
онечно	8468	0.00031
понима	8426	0.00031
ействи	8395	0.00031
извест	8355	0.00031
– сказ	8320	0.00031
твовал	8288	0.00031
енност	8200	0.00030
делать	8195	0.00030
то, чт	8140	0.00030
у, что	8124	0.00030
пример	7938	0.00029
ремени	7918	0.00029
то это	7895	0.00029
ставил	7794	0.00029
однако	7781	0.00029
остави	7745	0.00029
огда н	7714	0.00028
что-то	7673	0.00028
почему	7624	0.00028
льност	7602	0.00028
ом, чт	7592	0.00028
казала	7575	0.00028
о, как	7563	0.00028
лись в	7557	0.00028
у меня	7531	0.00028
чего н	7485	0.00028
а, что	7429	0.00027
вернул	7418	0.00027
это бы	7410	0.00027
что эт	7399	0.00027
работа	7349	0.00027
ного п	7335	0.00027
огда о	7334	0.00027
икогда	7305	0.00027
никогд	7303	0.00027
не при	7294	0.00027
сказат	7259	0.00027
но был	7250	0.00027
оторых	7232	0.00027
, – ск	7183	0.00027
собств	7171	0.00026
ременн	7139	0.00026
некото	7110	0.00026
екотор	7109	0.00026
своего	7109	0.00026
мотрел	7079	0.00026
у него	7029	0.00026
звестн	7022	0.00026
способ	6977	0.00026
лся на	6970	0.00026
значит	6969	0.00026
авлени	6939	0.00026
а, кот	6927	0.00026
продол	6828	0.00025
го, чт	6824	0.00025
ответи	6813	0.00025
обстве	6798	0.00025
бствен	6795	0.00025
его по	6786	0.00025
